timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1622686200000.0,926,1622686200000.0,0.0,-4.142000000000001e-05,99.99995858,99.99895858,1.0,0.4142,1.0,0.4142,long_ientry,0.4142,0.004142001715617111,
1622686500000.0,931,1622686500000.0,0.0019699999999999718,-4.1617e-05,100.001886963,100.001886963,-1.0,0.41617,0.0,0.4142,long_nclose,0.0,0.0,5.0
1622686560000.0,932,1622686560000.0,0.0,-4.1620000000000005e-05,100.001845343,100.002045343,1.0,0.4162,1.0,0.4162,long_ientry,0.4162,0.004161923198241596,1.0
1622687400000.0,946,1622687400000.0,0.0,-0.000123744,100.00172159899999,99.99728159899999,3.0,0.41248,4.0,0.41341000000000006,long_primary_rentry,1.6536400000000002,0.01653611531440411,14.0
1622687820000.0,953,1622687820000.0,0.007839999999999847,-0.00016614800000000002,100.00939545099999,100.00939545099999,-4.0,0.41537,0.0,0.41341000000000006,long_nclose,0.0,0.0,7.0
1622687940000.0,955,1622687940000.0,0.0,-4.165e-05,100.00935380099999,100.00835380099998,1.0,0.4165,1.0,0.4165,long_ientry,0.4165,0.0041646104506260235,2.0
1622688780000.0,969,1622688780000.0,0.0019800000000000373,-4.1848e-05,100.011291953,100.011291953,-1.0,0.41848,0.0,0.4165,long_nclose,0.0,0.0,14.0
1622704800000.0,1236,1622704800000.0,0.0,-4.221e-05,100.011249743,100.010949743,1.0,0.4221,1.0,0.4221,long_ientry,0.4221,0.004220525201761552,267.0
1622705400000.0,1246,1622705400000.0,0.0020000000000000018,-4.241e-05,100.01320733299998,100.01320733299998,-1.0,0.4241,0.0,0.4221,long_nclose,0.0,0.0,10.0
1622707020000.0,1273,1622707020000.0,0.0,-4.2218e-05,100.01316511499998,100.01468511499998,1.0,0.42218,1.0,0.42218,long_ientry,0.42218,0.004221244268337644,27.0
1622707080000.0,1274,1622707080000.0,0.0020000000000000018,-4.2418e-05,100.01512269699997,100.01512269699997,-1.0,0.42418,0.0,0.42218,long_nclose,0.0,0.0,1.0
1622716740000.0,1435,1622716740000.0,0.0,-4.2351e-05,100.01508034599996,100.01547034599996,1.0,0.42351,1.0,0.42351,long_ientry,0.42351,0.004234461428565337,161.0
1622716800000.0,1436,1622716800000.0,0.0,-0.000125916,100.01495442999996,100.00828442999996,3.0,0.41972,4.0,0.4206675,long_primary_rentry,1.68267,0.016824184039174798,1.0
1622716800000.0,1436,1622716800000.0,0.0,-0.00020758000000000001,100.01474684999997,100.02727684999996,5.0,0.41516,9.0,0.4176077777777778,long_primary_rentry,3.75847,0.03757915825790046,0.0
1622716860000.0,1437,1622716860000.0,0.005706666666666582,-0.000125853,100.02032766366663,100.02928099699997,-3.0,0.41951,6.0,0.4176077777777778,long_nclose,2.505646666666667,0.02505137430755356,1.0
1622716860000.0,1437,1622716860000.0,0.011893333333333311,-0.00025175400000000003,100.03196924299996,100.03196924299996,-6.0,0.41959,0.0,0.4176077777777778,long_nclose,0.0,0.0,0.0
1622716920000.0,1438,1622716920000.0,0.0,-4.191e-05,100.03192733299997,100.03192733299997,1.0,0.4191,1.0,0.4191,long_ientry,0.4191,0.004189662352549127,1.0
1622716980000.0,1439,1622716980000.0,0.0,-0.000124605,100.03180272799997,100.02705272799997,3.0,0.41535,4.0,0.4162875,long_primary_rentry,1.66515,0.01664620605236685,1.0
1622717100000.0,1441,1622717100000.0,0.007890000000000175,-0.000167304,100.03952542399998,100.03952542399998,-4.0,0.41826,0.0,0.4162875,long_nclose,0.0,0.0,2.0
1622717160000.0,1442,1622717160000.0,0.0,-4.1880000000000006e-05,100.03948354399998,100.03918354399998,1.0,0.4188,1.0,0.4188,long_ientry,0.4188,0.004186347081807962,1.0
1622718180000.0,1459,1622718180000.0,0.0,-0.000124518,100.03935902599997,100.03297902599996,3.0,0.41506,4.0,0.415995,long_primary_rentry,1.66398,0.016633253313503696,17.0
1622718360000.0,1462,1622718360000.0,0.0,-0.00020527000000000002,100.03915375599998,100.02237375599998,5.0,0.41054,9.0,0.41296444444444447,long_primary_rentry,3.71668,0.03715225349731717,3.0
1622718480000.0,1464,1622718480000.0,0.0,-0.000283556,100.03887019999998,99.99863019999998,7.0,0.40508,16.0,0.409515,long_primary_rentry,6.55224,0.0654969412079586,2.0
1622718720000.0,1468,1622718720000.0,0.007139999999999924,-0.00016452,100.04584567999999,100.05046567999999,-4.0,0.4113,12.0,0.409515,long_nclose,4.91418,0.04911928093164578,4.0
1622718720000.0,1468,1622718720000.0,0.011190000000000033,-0.000246828,100.05678885199998,100.05909885199998,-6.0,0.41138,6.0,0.409515,long_nclose,2.45709,0.02455695438751717,0.0
1622718900000.0,1471,1622718900000.0,0.0,-0.00012177000000000001,100.05666708199998,100.07007708199998,3.0,0.4059,9.0,0.40830999999999995,long_primary_rentry,3.67479,0.03672708783102259,3.0
1622718960000.0,1472,1622718960000.0,0.005580000000000085,-0.000123051,100.06212403099997,100.07706403099996,-3.0,0.41017,6.0,0.40830999999999995,long_nclose,2.4498599999999997,0.024483389931249266,1.0
1622718960000.0,1472,1622718960000.0,0.011640000000000317,-0.00024615,100.07351788099997,100.07351788099997,-6.0,0.41025,0.0,0.40830999999999995,long_nclose,0.0,0.0,0.0
1622719020000.0,1473,1622719020000.0,0.0,-4.108e-05,100.07347680099997,100.07137680099997,1.0,0.4108,1.0,0.4108,long_ientry,0.4108,0.004104983789230106,1.0
1622719080000.0,1474,1622719080000.0,0.0,-0.000122139,100.07335466199997,100.07516466199998,3.0,0.40713,4.0,0.4080475,long_primary_rentry,1.63219,0.016309935901646935,1.0
1622719500000.0,1481,1622719500000.0,0.0,-0.00020135000000000002,100.07315331199997,100.05356331199998,5.0,0.4027,9.0,0.40507666666666664,long_primary_rentry,3.6456899999999997,0.03643025006550721,7.0
1622719860000.0,1487,1622719860000.0,0.00553000000000009,-0.00012207600000000002,100.07856123599997,100.09610123599997,-3.0,0.40692,6.0,0.40507666666666664,long_nclose,2.43046,0.02428552099453766,6.0
1622719860000.0,1487,1622719860000.0,0.011539999999999995,-0.00024419999999999997,100.08985703599997,100.08985703599997,-6.0,0.407,0.0,0.40507666666666664,long_nclose,0.0,0.0,0.0
1622719920000.0,1488,1622719920000.0,0.0,-4.08e-05,100.08981623599998,100.08981623599998,1.0,0.408,1.0,0.408,long_ientry,0.408,0.004076338785935865,1.0
1622719980000.0,1489,1622719980000.0,0.0019400000000000528,-4.099400000000001e-05,100.09171524199998,100.09171524199998,-1.0,0.40994,0.0,0.408,long_nclose,0.0,0.0,1.0
1622720040000.0,1490,1622720040000.0,0.0,-4.095e-05,100.09167429199998,100.09167429199998,1.0,0.4095,1.0,0.4095,long_ientry,0.4095,0.004091249376100506,1.0
1622720160000.0,1492,1622720160000.0,0.0019399999999999973,-4.1144e-05,100.09357314799999,100.09357314799999,-1.0,0.41144,0.0,0.4095,long_nclose,0.0,0.0,2.0
1622720220000.0,1493,1622720220000.0,0.0,-4.1070000000000005e-05,100.093532078,100.093532078,1.0,0.4107,1.0,0.4107,long_ientry,0.4107,0.004103162227105278,1.0
1622720760000.0,1502,1622720760000.0,0.0019500000000000073,-4.1265000000000006e-05,100.095440813,100.095440813,-1.0,0.41265,0.0,0.4107,long_nclose,0.0,0.0,9.0
1622720820000.0,1503,1622720820000.0,0.0,-4.124e-05,100.095399573,100.096799573,1.0,0.4124,1.0,0.4124,long_ientry,0.4124,0.0041200694713170605,1.0
1622720940000.0,1505,1622720940000.0,0.0019600000000000173,-4.1436e-05,100.09731813699999,100.09731813699999,-1.0,0.41436,0.0,0.4124,long_nclose,0.0,0.0,2.0
1622721000000.0,1506,1622721000000.0,0.0,-4.135e-05,100.09727678699998,100.09747678699999,1.0,0.4135,1.0,0.4135,long_ientry,0.4135,0.004130981513911703,1.0
1622721240000.0,1510,1622721240000.0,0.0,-0.00012294,100.09715384699999,100.08985384699999,3.0,0.4098,4.0,0.410725,long_primary_rentry,1.6429,0.016413054086544733,4.0
1622721480000.0,1514,1622721480000.0,0.007779999999999898,-0.000165068,100.10476877899998,100.10476877899998,-4.0,0.41267,0.0,0.410725,long_nclose,0.0,0.0,4.0
1622721660000.0,1517,1622721660000.0,0.0,-4.1190000000000004e-05,100.10472758899998,100.10182758899998,1.0,0.4119,1.0,0.4119,long_ientry,0.4119,0.004114690783547586,3.0
1622721720000.0,1518,1622721720000.0,0.0,-0.000122466,100.10460512299998,100.10244512299998,3.0,0.40822,4.0,0.40914,long_primary_rentry,1.63656,0.01634849863289641,1.0
1622722200000.0,1526,1622722200000.0,0.007759999999999989,-0.000164432,100.11220069099998,100.11220069099998,-4.0,0.41108,0.0,0.40914,long_nclose,0.0,0.0,8.0
1622722260000.0,1527,1622722260000.0,0.0,-4.105e-05,100.11215964099999,100.11135964099999,1.0,0.4105,1.0,0.4105,long_ientry,0.4105,0.004100401004953284,1.0
1622722440000.0,1530,1622722440000.0,0.0,-0.00012204900000000001,100.112037592,100.107447592,3.0,0.40683,4.0,0.40774750000000004,long_primary_rentry,1.6309900000000002,0.01629164723074554,3.0
1622722740000.0,1535,1622722740000.0,0.007729999999999793,-0.000163872,100.11960371999999,100.11960371999999,-4.0,0.40968,0.0,0.40774750000000004,long_nclose,0.0,0.0,5.0
1622722800000.0,1536,1622722800000.0,0.0,-4.097e-05,100.11956274999999,100.11986274999998,1.0,0.4097,1.0,0.4097,long_ientry,0.4097,0.004092107363902766,1.0
1622723400000.0,1546,1622723400000.0,0.0019399999999999973,-4.1164e-05,100.121461586,100.121461586,-1.0,0.41164,0.0,0.4097,long_nclose,0.0,0.0,10.0
1622723460000.0,1547,1622723460000.0,0.0,-4.127e-05,100.121420316,100.12252031599999,1.0,0.4127,1.0,0.4127,long_ientry,0.4127,0.004121995060571949,1.0
1622724480000.0,1564,1622724480000.0,0.0019599999999999618,-4.1466e-05,100.12333885,100.12333885,-1.0,0.41466,0.0,0.4127,long_nclose,0.0,0.0,17.0
1622724540000.0,1565,1622724540000.0,0.0,-4.152e-05,100.12329733,100.12389733,1.0,0.4152,1.0,0.4152,long_ientry,0.4152,0.004146886999052052,1.0
1622724660000.0,1567,1622724660000.0,0.0019699999999999718,-4.1717e-05,100.125225613,100.125225613,-1.0,0.41717,0.0,0.4152,long_nclose,0.0,0.0,2.0
1622724720000.0,1568,1622724720000.0,0.0,-4.168e-05,100.125183933,100.124383933,1.0,0.4168,1.0,0.4168,long_ientry,0.4168,0.004162788857186088,1.0
