timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1622716800000.0,1436,1622716800000.0,0.0,-4.2242000000000007e-05,99.999957758,99.99653775799999,1.0,0.42242,1.0,0.42242,long_ientry_normal,0.42242,0.0042242017843873185,
1622716800000.0,1436,1622716800000.0,0.0,-4.1563e-05,99.999916195,99.999866195,1.0,0.41563,2.0,0.419025,long_rentry,0.83805,0.00838050702328391,0.0
1622716800000.0,1436,1622716800000.0,0.0,-4.1201e-05,99.999874994,100.006814994,1.0,0.41201,3.0,0.41668666666666665,long_rentry,1.25006,0.01250061562651957,0.0
1622718360000.0,1462,1622718360000.0,0.0,-8.188800000000001e-05,99.999793106,99.986353106,2.0,0.40944,5.0,0.413788,long_rentry,2.06894,0.0206894428052158,26.0
1622718480000.0,1464,1622718480000.0,0.0,-0.00012181799999999999,99.999671288,99.968551288,3.0,0.40606,8.0,0.41089,long_rentry,3.28712,0.03287130805193412,2.0
1622718480000.0,1464,1622718480000.0,0.0,-0.00020121500000000003,99.999470073,99.991200073,5.0,0.40243,13.0,0.4076361538461538,long_rentry,5.29927,0.052992980824113495,0.0
1622718720000.0,1468,1622718720000.0,0.010661538461538556,-0.00012335700000000002,100.01000825446152,100.03264671599999,-3.0,0.41119,10.0,0.4076361538461538,long_nclose,4.076361538461538,0.040759536066528504,4.0
1622720160000.0,1492,1622720160000.0,0.018969230769231016,-0.000205715,100.02877177023075,100.04409100099998,-5.0,0.41143,5.0,0.4076361538461538,long_nclose,2.038180769230769,0.02037594517218041,24.0
1622720760000.0,1502,1622720760000.0,0.020169230769230828,-0.000205835,100.04873516599997,100.04873516599997,-5.0,0.41167,0.0,0.4076361538461538,long_nclose,0.0,0.0,10.0
1622720820000.0,1503,1622720820000.0,0.0,-4.124e-05,100.04869392599997,100.05009392599997,1.0,0.4124,1.0,0.4124,long_ientry_normal,0.4124,0.004121992839856836,1.0
1622724660000.0,1567,1622724660000.0,0.004090000000000038,-4.164900000000001e-05,100.05274227699998,100.05274227699998,-1.0,0.41649,0.0,0.4124,long_nclose,0.0,0.0,64.0
1622724720000.0,1568,1622724720000.0,0.0,-4.168e-05,100.05270059699998,100.05190059699999,1.0,0.4168,1.0,0.4168,long_ientry_normal,0.4168,0.004165804596107998,1.0
1622725320000.0,1578,1622725320000.0,0.0041300000000000225,-4.2093000000000005e-05,100.05678850399998,100.05678850399998,-1.0,0.42093,0.0,0.4168,long_nclose,0.0,0.0,10.0
1622725380000.0,1579,1622725380000.0,0.0,-4.194e-05,100.05674656399998,100.05694656399999,1.0,0.4194,1.0,0.4194,long_ientry_normal,0.4194,0.004191621398880248,1.0
1622726100000.0,1591,1622726100000.0,0.0,-4.126600000000001e-05,100.05670529799998,100.05364529799998,1.0,0.41266,2.0,0.41603,long_rentry,0.83206,0.008315884452939626,12.0
1622727120000.0,1608,1622727120000.0,0.0,-4.0907e-05,100.05666439099998,100.04043439099999,1.0,0.40907,3.0,0.41371,long_rentry,1.24113,0.012404271195269215,17.0
1622727360000.0,1612,1622727360000.0,0.0,-8.130600000000001e-05,100.05658308499999,100.03889308499998,2.0,0.40653,5.0,0.41083800000000004,long_rentry,2.05419,0.020530283332331332,4.0
